Url,Status,Name,Organisation,Address,City,State,Zip Code,Country,E-mails,Domain,Alexa Rank,Registrar
https://home-paypal-jp.moonkahonda.com/panel_JP/-/jp/xppl/,Malicious,MOONKAHONDA.COM,Anmoul Infomatics Pvt. Ltd.,84, New Baradwari, Sakchi, Jamshedpur,Jamshedpur,Jharkhand,831001,IN,abuse-contact@publicdomainregistry.comanmolsingh@anmoul.com,MOONKAHONDA.COM,7290145,PDR Ltd. d/b/a PublicDomainRegistry.com
https://galsterberg.panomax.com/,Legitimate,PANOMAX.COMpanomax.com,VISIT,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Salzburg,REDACTED FOR PRIVACY,AT,domain-abuse@psi-usa.info,PANOMAX.COMpanomax.com,95866,PSI-USA Inc. dba Domain Robot
https://oberstdorf.panomax.com/schrattenwang,Legitimate,PANOMAX.COMpanomax.com,VISIT,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Salzburg,REDACTED FOR PRIVACY,AT,domain-abuse@psi-usa.info,PANOMAX.COMpanomax.com,95866,PSI-USA Inc. dba Domain Robot
https://addons.mozilla.org/de/firefox/addon/mynthos-tv/?src=search,Legitimate,MOZILLA.ORGmozilla.org,Mozilla Corporation,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,MOZILLA.ORGmozilla.org,262,MarkMonitor Inc.
http://www.google.com,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://promo-twitter.info,Malicious,PROMO-TWITTER.INFO,Privacy Protection,PO box 87, REG.RU Protection Service,Moscow,None,123007,RU,abuse@reg.ruPROMO-TWITTER.INFO@regprivate.ru,PROMO-TWITTER.INFO,-1,Registrar of domain names REG.RU LLC
<<<<<<< HEAD
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com/,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
=======
>>>>>>> 41ac952948214c44792531743bf0424fdec46cc7
https://www.google.com,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://www.google.com,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.
https://promo-twitter.info,Malicious,PROMO-TWITTER.INFO,Privacy Protection,PO box 87, REG.RU Protection Service,Moscow,None,123007,RU,abuse@reg.ruPROMO-TWITTER.INFO@regprivate.ru,PROMO-TWITTER.INFO,-1,Registrar of domain names REG.RU LLC
https://promo-twitter.info,Malicious,PROMO-TWITTER.INFO,Privacy Protection,PO box 87, REG.RU Protection Service,Moscow,None,123007,RU,abuse@reg.ruPROMO-TWITTER.INFO@regprivate.ru,PROMO-TWITTER.INFO,-1,Registrar of domain names REG.RU LLC
http://111111111111111111111111111111111111111111111111111111111111.com/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,2148469,Not Found
https://fydo.steaminedik.pro/GQEHU?tag_id=747518&sub_id1=nov_15099585_Windows_10.0_Chrome&sub_id2=410874278257517046&cookie_id=dcbc8830-89eb-4781-bc20-43e15567cf5b&lp=download_screen_arrow&convert=Your%20Video%20Is%20Ready%20To%20Stream&allb=redirect&ob=redirect&href=https%3A%2F%2Fwww.predictionds.com%2Fjump%2Fnext.php%3Fr%3D2160135%26sub1%3D%5BWEBSITEID%5D&hop=5&info=&geo=IN&sub=fydo,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://fydo.steaminedik.pro/GQEHU?tag_id=747518&sub_id1=nov_15099585_Windows_10.0_Chrome&sub_id2=410874278257517046&cookie_id=dcbc8830-89eb-4781-bc20-43e15567cf5b&lp=download_screen_arrow&convert=Your%20Video%20Is%20Ready%20To%20Stream&allb=redirect&ob=redirect&href=https%3A%2F%2Fwww.predictionds.com%2Fjump%2Fnext.php%3Fr%3D2160135%26sub1%3D%5BWEBSITEID%5D&hop=5&info=&geo=IN&sub=fydo,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://promo-twitter.info/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.kaggle.cohttps://www.kaggle.com/ryches/better-indoor-localization-wipm/ryches/better-indoor-localization-wip,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://stackoverflow.com/questions/41070087/calling-c5-0-in-python,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,49,Not Found
https://stackoverflow.com/questions/41070087/calling-c5-0-in-python,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,49,Not Found
https://stackoverflow.com/questions/60579948/receiving-a-csv-dataset-in-python-flask,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,49,Not Found
http://www.dhilloncraneservice.com/.well-known/bankofamerica.com/,Malicious,DHILLONCRANESERVICE.COMdhilloncraneservice.com,Dhillon Crane Service,None,None,Punjab,None,IN,abuse@wildwestdomains.com,DHILLONCRANESERVICE.COMdhilloncraneservice.com,-1,Wild West Domains LLC
http://ord-amazsn.com,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://stackoverflow.com/questions/62580240/django-cannot-import-name-config-from-decouple,Legitimate,STACKOVERFLOW.COM,Stack Exchange Inc.,110 William St , Floor 28,New York,NY,10038,US,abuse@name.com,STACKOVERFLOW.COM,49,Name.com Inc.
http://www.cegontechnologies.com/,Legitimate,CEGONTECHNOLOGIES.COMcegontechnologies.com,Cegon Technologies,None,None,Andhra Pradesh,None,IN,abuse@godaddy.com,CEGONTECHNOLOGIES.COMcegontechnologies.com,638279,GoDaddy.com LLC
https://home-paypal-jp.moonkahonda.com/panel_JP/-/jp/xppl/,Malicious,MOONKAHONDA.COM,Anmoul Infomatics Pvt. Ltd.,84, New Baradwari, Sakchi, Jamshedpur,Jamshedpur,Jharkhand,831001,IN,abuse-contact@publicdomainregistry.comanmolsingh@anmoul.com,MOONKAHONDA.COM,-1,PDR Ltd. d/b/a PublicDomainRegistry.com
